year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,6,16,2107,1915,112,2324,2131,113,EV,5268,N398CA,LGA,CLT,79,544,19,15,2013-06-16T23:00:00Z
2013,6,17,905,909,-4,1114,1122,-8,EV,4952,N398CA,LGA,CLT,79,544,9,9,2013-06-17T13:00:00Z
2013,6,17,1500,1500,0,1649,1724,-35,EV,5599,N398CA,LGA,CHS,88,641,15,0,2013-06-17T19:00:00Z
2013,6,17,NA,2059,NA,NA,2307,NA,EV,5254,N398CA,LGA,DSM,NA,1031,20,59,2013-06-18T00:00:00Z
2013,6,18,853,900,-7,1005,1022,-17,US,2167,N703UW,LGA,DCA,40,214,9,0,2013-06-18T13:00:00Z
2013,6,18,1257,1300,-3,1435,1414,21,US,2175,N703UW,LGA,DCA,73,214,13,0,2013-06-18T17:00:00Z
2013,6,18,1802,1700,62,1953,1823,90,US,2183,N703UW,LGA,DCA,49,214,17,0,2013-06-18T21:00:00Z
2013,6,18,1831,1825,6,2006,2009,-3,EV,5207,N398CA,LGA,BGR,54,378,18,25,2013-06-18T22:00:00Z
2013,6,18,2220,2100,80,2316,2212,64,US,2191,N703UW,LGA,DCA,39,214,21,0,2013-06-19T01:00:00Z
2013,6,19,751,800,-9,914,913,1,US,2165,N703UW,LGA,DCA,49,214,8,0,2013-06-19T12:00:00Z
2013,6,19,756,802,-6,931,930,1,EV,4950,N398CA,LGA,BNA,118,764,8,2,2013-06-19T12:00:00Z
2013,6,19,1209,1200,9,1407,1314,53,US,2173,N703UW,LGA,DCA,48,214,12,0,2013-06-19T16:00:00Z
2013,6,19,1450,1454,-4,1717,1710,7,EV,4978,N398CA,LGA,CLT,81,544,14,54,2013-06-19T18:00:00Z
2013,6,19,1629,1600,29,1753,1721,32,US,2181,N703UW,LGA,DCA,42,214,16,0,2013-06-19T20:00:00Z
2013,6,19,2009,2000,9,2131,2116,15,US,2189,N703UW,LGA,DCA,41,214,20,0,2013-06-20T00:00:00Z
2013,6,20,1041,1045,-4,1208,1241,-33,EV,5033,N398CA,LGA,MEM,131,963,10,45,2013-06-20T14:00:00Z
2013,6,21,901,900,1,1116,1120,-4,DL,485,N370NB,EWR,ATL,101,746,9,0,2013-06-21T13:00:00Z
2013,6,21,1041,1038,3,1306,1330,-24,UA,697,N438UA,LGA,IAH,177,1416,10,38,2013-06-21T14:00:00Z
2013,6,21,1602,1605,-3,1719,1740,-21,AA,1750,N3FAAA,JFK,BOS,32,187,16,5,2013-06-21T20:00:00Z
2013,6,21,1902,1910,-8,2030,2056,-26,EV,5038,N398CA,LGA,BHM,118,866,19,10,2013-06-21T23:00:00Z
2013,6,22,1214,1215,-1,1352,1427,-35,EV,5161,N398CA,LGA,CLT,75,544,12,15,2013-06-22T16:00:00Z
2013,6,22,1832,1830,2,2039,2041,-2,EV,5008,N398CA,LGA,DTW,79,502,18,30,2013-06-22T22:00:00Z
2013,6,23,734,735,-1,949,1005,-16,AA,1949,N3FAAA,JFK,LAS,290,2248,7,35,2013-06-23T11:00:00Z
2013,6,23,1049,1025,24,1247,1222,25,US,604,N652AW,EWR,PHX,279,2133,10,25,2013-06-23T14:00:00Z
2013,6,24,1256,1300,-4,1512,1552,-40,UA,574,N438UA,LGA,IAH,183,1416,13,0,2013-06-24T17:00:00Z
2013,6,25,1513,1454,19,1836,1710,86,EV,4978,N398CA,LGA,CLT,81,544,14,54,2013-06-25T18:00:00Z
2013,6,26,837,845,-8,1033,1044,-11,US,1429,N703UW,LGA,CLT,88,544,8,45,2013-06-26T12:00:00Z
2013,6,26,1908,1825,43,2051,2009,42,EV,5207,N398CA,LGA,BGR,56,378,18,25,2013-06-26T22:00:00Z
2013,6,27,818,820,-2,1016,1043,-27,EV,5537,N398CA,LGA,MCI,151,1107,8,20,2013-06-27T12:00:00Z
2013,6,27,1614,1600,14,1858,1747,71,EV,5091,N398CA,LGA,PIT,57,335,16,0,2013-06-27T20:00:00Z
2013,6,27,2326,2125,121,133,2359,94,UA,261,N438UA,EWR,IAH,172,1400,21,25,2013-06-28T01:00:00Z
2013,6,28,1023,1025,-2,1222,1222,0,US,604,N652AW,EWR,PHX,279,2133,10,25,2013-06-28T14:00:00Z
2013,6,29,1022,1025,-3,1209,1222,-13,US,604,N652AW,EWR,PHX,271,2133,10,25,2013-06-29T14:00:00Z
2013,7,2,717,700,17,811,821,-10,UA,740,N438UA,EWR,BOS,39,200,7,0,2013-07-02T11:00:00Z
2013,7,2,853,855,-2,1218,1205,13,AA,647,N5ELAA,JFK,MIA,153,1089,8,55,2013-07-02T12:00:00Z
2013,7,2,1826,1710,76,2100,2005,55,AA,257,N5ELAA,JFK,LAS,279,2248,17,10,2013-07-02T21:00:00Z
2013,7,2,NA,540,NA,NA,840,NA,AA,701,N5ELAA,JFK,MIA,NA,1089,5,40,2013-07-02T09:00:00Z
2013,7,3,1708,1710,-2,1925,2005,-40,AA,257,N5ELAA,JFK,LAS,276,2248,17,10,2013-07-03T21:00:00Z
2013,7,4,1716,1710,6,1931,2005,-34,AA,257,N5ELAA,JFK,LAS,283,2248,17,10,2013-07-04T21:00:00Z
2013,7,5,1020,1015,5,1205,1207,-2,US,1444,N703UW,JFK,CLT,77,541,10,15,2013-07-05T14:00:00Z
2013,7,6,600,600,0,726,735,-9,WN,2269,N259WN,LGA,STL,126,888,6,0,2013-07-06T10:00:00Z
2013,7,6,1537,1540,-3,1726,1750,-24,WN,2269,N259WN,EWR,DEN,207,1605,15,40,2013-07-06T19:00:00Z
2013,7,7,559,605,-6,735,749,-14,DL,1279,N370NB,LGA,MEM,134,963,6,5,2013-07-07T10:00:00Z
2013,7,7,741,745,-4,850,905,-15,WN,3841,N259WN,EWR,MDW,101,711,7,45,2013-07-07T11:00:00Z
2013,7,10,604,615,-11,910,910,0,AA,1895,N3FAAA,EWR,MIA,151,1085,6,15,2013-07-10T10:00:00Z
2013,7,10,633,638,-5,845,914,-29,UA,226,N438UA,EWR,IAH,172,1400,6,38,2013-07-10T10:00:00Z
2013,7,10,2113,2000,73,2346,2244,62,UA,288,N438UA,EWR,IAH,174,1400,20,0,2013-07-11T00:00:00Z
2013,7,12,652,655,-3,752,815,-23,WN,428,N259WN,LGA,MKE,102,738,6,55,2013-07-12T10:00:00Z
2013,7,14,1611,1610,1,1748,1810,-22,EV,5461,N398CA,LGA,RDU,67,431,16,10,2013-07-14T20:00:00Z
2013,7,15,555,600,-5,811,830,-19,AA,707,N3FAAA,LGA,DFW,176,1389,6,0,2013-07-15T10:00:00Z
2013,7,15,1438,1445,-7,1730,1740,-10,AA,759,N3FAAA,LGA,DFW,176,1389,14,45,2013-07-15T18:00:00Z
2013,7,16,553,600,-7,733,751,-18,EV,5068,N398CA,EWR,DTW,74,488,6,0,2013-07-16T10:00:00Z
2013,7,16,558,605,-7,853,905,-12,AA,1837,N3FAAA,LGA,MIA,146,1096,6,5,2013-07-16T10:00:00Z
2013,7,16,1030,1015,15,1212,1207,5,US,1444,N703UW,JFK,CLT,76,541,10,15,2013-07-16T14:00:00Z
2013,7,16,1342,1340,2,1707,1700,7,AA,1073,N3FAAA,LGA,MIA,145,1096,13,40,2013-07-16T17:00:00Z
2013,7,16,1754,1635,79,1938,1833,65,EV,5509,N398CA,EWR,DTW,70,488,16,35,2013-07-16T20:00:00Z
2013,7,17,759,800,-1,1000,1016,-16,DL,2457,N370NB,LGA,MSY,150,1183,8,0,2013-07-17T12:00:00Z
2013,7,17,820,820,0,1115,1135,-20,AA,2267,N3FAAA,LGA,MIA,146,1096,8,20,2013-07-17T12:00:00Z
2013,7,17,1617,1620,-3,1946,1945,1,AA,1467,N3FAAA,LGA,MIA,146,1096,16,20,2013-07-17T20:00:00Z
2013,7,18,615,600,15,842,830,12,AA,707,N3FAAA,LGA,DFW,169,1389,6,0,2013-07-18T10:00:00Z
2013,7,18,1443,1445,-2,1710,1740,-30,AA,759,N3FAAA,LGA,DFW,185,1389,14,45,2013-07-18T18:00:00Z
2013,7,18,1549,1545,4,1801,1814,-13,DL,1705,N370NB,LGA,MSY,147,1183,15,45,2013-07-18T19:00:00Z
2013,7,19,702,705,-3,1003,1015,-12,AA,2279,N3FAAA,LGA,MIA,152,1096,7,5,2013-07-19T11:00:00Z
2013,7,19,856,905,-9,1206,1225,-19,DL,874,N370NB,LGA,MIA,142,1096,9,5,2013-07-19T13:00:00Z
2013,7,19,1449,1455,-6,1742,1830,-48,AA,779,N3FAAA,LGA,MIA,148,1096,14,55,2013-07-19T18:00:00Z
2013,7,19,1503,1454,9,1700,1710,-10,EV,4978,N398CA,LGA,CLT,78,544,14,54,2013-07-19T18:00:00Z
2013,7,19,1825,1830,-5,2009,2038,-29,DL,2131,N370NB,LGA,DTW,84,502,18,30,2013-07-19T22:00:00Z
2013,7,19,2038,2030,8,2201,2211,-10,EV,5048,N398CA,LGA,RIC,47,292,20,30,2013-07-20T00:00:00Z
2013,7,20,606,610,-4,756,806,-10,DL,1919,N370NB,LGA,MSP,150,1020,6,10,2013-07-20T10:00:00Z
2013,7,21,751,745,6,952,959,-7,DL,807,N370NB,EWR,ATL,102,746,7,45,2013-07-21T11:00:00Z
2013,7,21,1123,1125,-2,1417,1440,-23,AA,2099,N3FAAA,LGA,MIA,147,1096,11,25,2013-07-21T15:00:00Z
2013,7,21,1306,1305,1,1430,1425,5,WN,165,N259WN,EWR,BNA,118,748,13,5,2013-07-21T17:00:00Z
2013,7,21,1854,1610,164,2043,1810,153,EV,5461,N398CA,LGA,RDU,68,431,16,10,2013-07-21T20:00:00Z
2013,7,21,1954,2000,-6,2247,2315,-28,AA,1709,N3FAAA,LGA,MIA,138,1096,20,0,2013-07-22T00:00:00Z
2013,7,21,2100,2055,5,2229,2230,-1,WN,579,N259WN,LGA,MDW,112,725,20,55,2013-07-22T00:00:00Z
2013,7,23,1848,1705,103,2130,2020,70,AA,1999,N3FAAA,EWR,MIA,140,1085,17,5,2013-07-23T21:00:00Z
2013,7,24,656,659,-3,800,820,-20,UA,751,N438UA,EWR,BOS,42,200,6,59,2013-07-24T10:00:00Z
2013,7,24,856,900,-4,1126,1120,6,DL,485,N370NB,EWR,ATL,105,746,9,0,2013-07-24T13:00:00Z
2013,7,25,1045,1040,5,1230,1240,-10,EV,5299,N398CA,LGA,MEM,133,963,10,40,2013-07-25T14:00:00Z
2013,7,26,623,600,23,800,752,8,DL,731,N370NB,LGA,DTW,74,502,6,0,2013-07-26T10:00:00Z
2013,7,26,700,655,5,914,906,8,US,71,N652AW,EWR,PHX,274,2133,6,55,2013-07-26T10:00:00Z
2013,7,26,1024,1015,9,1213,1207,6,US,1444,N703UW,JFK,CLT,78,541,10,15,2013-07-26T14:00:00Z
2013,7,26,1911,1910,1,2047,2056,-9,EV,5038,N398CA,LGA,BHM,114,866,19,10,2013-07-26T23:00:00Z
2013,7,27,1700,1700,0,1819,1837,-18,EV,5432,N398CA,LGA,BNA,114,764,17,0,2013-07-27T21:00:00Z
2013,7,28,1554,1548,6,1840,1817,23,DL,1705,N370NB,LGA,MSY,169,1183,15,48,2013-07-28T19:00:00Z
2013,7,29,742,605,97,924,749,95,DL,1279,N370NB,LGA,MEM,134,963,6,5,2013-07-29T10:00:00Z
2013,7,30,555,600,-5,735,751,-16,EV,5068,N398CA,EWR,DTW,80,488,6,0,2013-07-30T10:00:00Z
2013,7,30,1353,1359,-6,1557,1556,1,US,688,N652AW,EWR,PHX,286,2133,13,59,2013-07-30T17:00:00Z
2013,8,1,1108,1115,-7,1314,1254,20,EV,5273,N398CA,LGA,PIT,60,335,11,15,2013-08-01T15:00:00Z
2013,8,1,1245,1245,0,1552,1550,2,AA,2041,N5ELAA,JFK,MIA,154,1089,12,45,2013-08-01T16:00:00Z
2013,8,1,1636,1610,26,1815,1810,5,EV,5461,N398CA,LGA,RDU,69,431,16,10,2013-08-01T20:00:00Z
2013,8,5,1911,1915,-4,2110,2131,-21,EV,5268,N398CA,LGA,CLT,82,544,19,15,2013-08-05T23:00:00Z
2013,8,6,911,920,-9,1129,1133,-4,EV,4952,N398CA,LGA,CLT,79,544,9,20,2013-08-06T13:00:00Z
2013,8,6,949,940,9,1117,1110,7,WN,1098,N259WN,LGA,MKE,112,738,9,40,2013-08-06T13:00:00Z
2013,8,6,1447,1454,-7,1632,1710,-38,EV,4978,N398CA,LGA,CLT,77,544,14,54,2013-08-06T18:00:00Z
2013,8,6,2025,2030,-5,2129,2211,-42,EV,5048,N398CA,LGA,RIC,46,292,20,30,2013-08-07T00:00:00Z
2013,8,8,1535,1445,50,1743,1615,88,UA,294,N438UA,EWR,CLE,71,404,14,45,2013-08-08T18:00:00Z
2013,8,8,1646,1625,21,1818,1808,10,DL,402,N370NB,JFK,BOS,42,187,16,25,2013-08-08T20:00:00Z
2013,8,8,2120,2000,80,29,2244,105,UA,462,N438UA,EWR,IAH,183,1400,20,0,2013-08-09T00:00:00Z
2013,8,8,2312,2145,87,47,2316,91,DL,985,N370NB,JFK,BOS,36,187,21,45,2013-08-09T01:00:00Z
2013,8,9,841,843,-2,1033,1044,-11,US,2071,N703UW,LGA,CLT,80,544,8,43,2013-08-09T12:00:00Z
2013,8,9,1549,1545,4,1803,1814,-11,DL,1705,N370NB,LGA,MSY,154,1183,15,45,2013-08-09T19:00:00Z
2013,8,10,940,945,-5,1136,1209,-33,DL,2457,N370NB,LGA,MSY,155,1183,9,45,2013-08-10T13:00:00Z
2013,8,10,1250,1245,5,1551,1550,1,AA,2041,N5ELAA,JFK,MIA,145,1089,12,45,2013-08-10T16:00:00Z
2013,8,10,1308,1130,98,1416,1256,80,EV,4974,N398CA,LGA,BTV,41,258,11,30,2013-08-10T15:00:00Z
2013,8,10,1639,1605,34,1826,1804,22,EV,4949,N398CA,LGA,GSO,66,461,16,5,2013-08-10T20:00:00Z
2013,8,10,1800,1805,-5,1904,1932,-28,DL,2383,N370NB,LGA,PWM,46,269,18,5,2013-08-10T22:00:00Z
2013,8,11,842,850,-8,939,1017,-38,EV,5132,N398CA,LGA,SYR,41,198,8,50,2013-08-11T12:00:00Z
2013,8,11,910,905,5,1207,1225,-18,DL,874,N370NB,LGA,MIA,147,1096,9,5,2013-08-11T13:00:00Z
2013,8,11,1245,1248,-3,1355,1425,-30,EV,5601,N398CA,LGA,RIC,50,292,12,48,2013-08-11T16:00:00Z
2013,8,11,1358,1359,-1,1607,1556,11,US,686,N652AW,EWR,PHX,294,2133,13,59,2013-08-11T17:00:00Z
2013,8,11,1646,1650,-4,1905,1859,6,DL,1473,N370NB,LGA,MEM,139,963,16,50,2013-08-11T20:00:00Z
2013,8,11,1707,1715,-8,1925,1910,15,EV,4990,N398CA,LGA,RDU,65,431,17,15,2013-08-11T21:00:00Z
2013,8,11,2213,2220,-7,2348,2335,13,EV,5169,N398CA,LGA,BTV,68,258,22,20,2013-08-12T02:00:00Z
2013,8,12,847,820,27,1145,1043,62,EV,4998,N398CA,LGA,MCI,163,1107,8,20,2013-08-12T12:00:00Z
2013,8,12,1645,1600,45,1925,1747,98,EV,5091,N398CA,LGA,PIT,65,335,16,0,2013-08-12T20:00:00Z
2013,8,13,654,655,-1,926,906,20,US,433,N652AW,EWR,PHX,299,2133,6,55,2013-08-13T10:00:00Z
2013,8,13,856,900,-4,1054,1026,28,UA,562,N438UA,EWR,ORD,114,719,9,0,2013-08-13T13:00:00Z
2013,8,15,610,620,-10,809,817,-8,EV,4963,N398CA,EWR,MSP,142,1008,6,20,2013-08-15T10:00:00Z
2013,8,15,750,800,-10,1007,1016,-9,DL,2457,N370NB,LGA,MSY,165,1183,8,0,2013-08-15T12:00:00Z
2013,8,15,1815,1825,-10,2029,2032,-3,DL,1715,N370NB,LGA,MSY,165,1183,18,25,2013-08-15T22:00:00Z
2013,8,15,1827,1830,-3,2150,2145,5,AA,119,N3FAAA,EWR,LAX,317,2454,18,30,2013-08-15T22:00:00Z
2013,8,15,1923,1905,18,2022,2025,-3,WN,381,N259WN,LGA,MKE,103,738,19,5,2013-08-15T23:00:00Z
2013,8,16,922,900,22,1130,1126,4,EV,5109,N398CA,LGA,CHS,97,641,9,0,2013-08-16T13:00:00Z
2013,8,16,1334,903,271,1531,1146,225,UA,673,N438UA,EWR,LAS,271,2227,9,3,2013-08-16T13:00:00Z
2013,8,16,1436,1155,161,1536,1323,133,EV,4974,N398CA,LGA,BTV,40,258,11,55,2013-08-16T15:00:00Z
2013,8,16,1813,1500,193,2016,1724,172,EV,5199,N398CA,LGA,CHS,102,641,15,0,2013-08-16T19:00:00Z
2013,8,17,722,730,-8,907,943,-36,EV,5144,N398CA,LGA,TVC,90,655,7,30,2013-08-17T11:00:00Z
2013,8,17,1550,1545,5,1814,1804,10,EV,5058,N398CA,EWR,ATL,116,746,15,45,2013-08-17T19:00:00Z
2013,8,18,1740,1745,-5,2047,2110,-23,AA,1611,N3FAAA,LGA,MIA,152,1096,17,45,2013-08-18T21:00:00Z
2013,8,19,1732,1733,-1,2008,2034,-26,UA,288,N438UA,EWR,SEA,314,2402,17,33,2013-08-19T21:00:00Z
2013,8,20,932,935,-3,1214,1240,-26,WN,4381,N259WN,EWR,AUS,204,1504,9,35,2013-08-20T13:00:00Z
2013,8,21,738,740,-2,900,909,-9,UA,759,N438UA,EWR,ORD,102,719,7,40,2013-08-21T11:00:00Z
2013,8,24,556,600,-4,732,752,-20,DL,731,N370NB,LGA,DTW,77,502,6,0,2013-08-24T10:00:00Z
2013,8,24,1717,1720,-3,1851,1925,-34,DL,2331,N370NB,LGA,DTW,75,502,17,20,2013-08-24T21:00:00Z
2013,8,25,537,540,-3,822,840,-18,AA,701,N5ELAA,JFK,MIA,144,1089,5,40,2013-08-25T09:00:00Z
2013,8,27,1017,909,68,1228,1155,33,UA,333,N438UA,EWR,IAH,163,1400,9,9,2013-08-27T13:00:00Z
2013,8,27,1143,1110,33,1439,1430,9,AA,1153,N3FAAA,LGA,MIA,136,1096,11,10,2013-08-27T15:00:00Z
2013,8,27,1905,1910,-5,2144,2210,-26,AA,793,N3FAAA,LGA,DFW,169,1389,19,10,2013-08-27T23:00:00Z
2013,8,29,1643,1645,-2,1825,1841,-16,DL,842,N370NB,EWR,DTW,77,488,16,45,2013-08-29T20:00:00Z
2013,8,29,1643,1610,33,1829,1810,19,EV,5069,N398CA,LGA,RDU,68,431,16,10,2013-08-29T20:00:00Z
2013,8,29,1812,1800,12,1926,1920,6,WN,441,N259WN,EWR,MDW,97,711,18,0,2013-08-29T22:00:00Z
2013,8,31,556,600,-4,731,752,-21,DL,731,N370NB,LGA,DTW,73,502,6,0,2013-08-31T10:00:00Z
2013,8,31,1009,1014,-5,1158,1208,-10,US,2073,N703UW,JFK,CLT,81,541,10,14,2013-08-31T14:00:00Z
2013,8,31,1232,1236,-4,1410,1431,-21,EV,5085,N398CA,EWR,DTW,75,488,12,36,2013-08-31T16:00:00Z
2013,9,2,1228,1230,-2,1550,1558,-8,DL,2098,N370NB,LGA,MIA,155,1096,12,30,2013-09-02T16:00:00Z
2013,9,3,558,600,-2,735,749,-14,DL,731,N370NB,LGA,DTW,74,502,6,0,2013-09-03T10:00:00Z
2013,9,3,1245,1250,-5,1411,1425,-14,EV,5383,N398CA,LGA,RIC,54,292,12,50,2013-09-03T16:00:00Z
2013,9,3,1640,1552,48,1811,1736,35,EV,5091,N398CA,LGA,PIT,54,335,15,52,2013-09-03T19:00:00Z
2013,9,5,857,900,-3,1059,1119,-20,DL,485,N370NB,EWR,ATL,99,746,9,0,2013-09-05T13:00:00Z
2013,9,5,1545,1545,0,1753,1805,-12,DL,1942,N370NB,EWR,ATL,101,746,15,45,2013-09-05T19:00:00Z
2013,9,6,643,648,-5,921,955,-34,UA,382,N438UA,EWR,SEA,312,2402,6,48,2013-09-06T10:00:00Z
2013,9,6,1054,1100,-6,1228,1245,-17,EV,5514,N398CA,EWR,DTW,77,488,11,0,2013-09-06T15:00:00Z
2013,9,7,544,545,-1,844,855,-11,AA,2243,N5ELAA,JFK,MIA,157,1089,5,45,2013-09-07T09:00:00Z
2013,9,8,2109,2030,39,2312,2251,21,EV,5209,N398CA,LGA,CHS,81,641,20,30,2013-09-09T00:00:00Z
2013,9,10,1826,1815,11,2106,2041,25,DL,926,N370NB,EWR,ATL,102,746,18,15,2013-09-10T22:00:00Z
2013,9,11,1656,1700,-4,1951,1955,-4,AA,211,N3FAAA,JFK,IAH,183,1417,17,0,2013-09-11T21:00:00Z
2013,9,11,1731,1625,66,1952,1844,68,EV,5601,N398CA,LGA,CLT,97,544,16,25,2013-09-11T20:00:00Z
2013,9,11,1827,1800,27,2030,1920,70,WN,441,N259WN,EWR,MDW,110,711,18,0,2013-09-11T22:00:00Z
2013,9,11,2349,2205,104,102,2331,91,EV,5311,N398CA,LGA,BGR,52,378,22,5,2013-09-12T02:00:00Z
2013,9,12,1346,1204,102,1556,1423,93,UA,998,N438UA,EWR,PHX,276,2133,12,4,2013-09-12T16:00:00Z
2013,9,13,1144,1145,-1,1430,1450,-20,AA,1623,N3FAAA,EWR,MIA,149,1085,11,45,2013-09-13T15:00:00Z
2013,9,14,1008,940,28,1206,1145,21,EV,5269,N398CA,LGA,ILM,79,500,9,40,2013-09-14T13:00:00Z
2013,9,14,1156,1200,-4,1250,1310,-20,DL,1597,N370NB,JFK,BOS,34,187,12,0,2013-09-14T16:00:00Z
2013,9,14,1612,1618,-6,1721,1801,-40,EV,4977,N398CA,LGA,BNA,101,764,16,18,2013-09-14T20:00:00Z
2013,9,14,1623,1625,-2,1734,1750,-16,DL,402,N370NB,JFK,BOS,38,187,16,25,2013-09-14T20:00:00Z
2013,9,14,2041,2045,-4,2141,2200,-19,DL,985,N370NB,JFK,BOS,37,187,20,45,2013-09-15T00:00:00Z
2013,9,16,1121,1128,-7,1241,1304,-23,EV,5329,N398CA,LGA,PIT,56,335,11,28,2013-09-16T15:00:00Z
2013,9,16,2051,2059,-8,2216,2232,-16,EV,5048,N398CA,LGA,RIC,50,292,20,59,2013-09-17T00:00:00Z
2013,9,17,836,845,-9,1006,1022,-16,EV,5220,N398CA,LGA,ROC,43,254,8,45,2013-09-17T12:00:00Z
2013,9,17,1343,1315,28,1537,1516,21,EV,5615,N398CA,LGA,CMH,73,479,13,15,2013-09-17T17:00:00Z
2013,9,17,1859,1905,-6,2006,2033,-27,EV,5383,N398CA,LGA,ROC,41,254,19,5,2013-09-17T23:00:00Z
2013,9,18,839,840,-1,1014,1020,-6,MQ,3531,N813MQ,LGA,RDU,75,431,8,40,2013-09-18T12:00:00Z
2013,9,18,1253,1300,-7,1429,1450,-21,MQ,3388,N813MQ,LGA,CMH,74,479,13,0,2013-09-18T17:00:00Z
2013,9,18,1628,1550,38,1738,1728,10,EV,5293,N398CA,LGA,ORF,48,296,15,50,2013-09-18T19:00:00Z
2013,9,18,1720,1204,316,1923,1423,300,UA,998,N438UA,EWR,PHX,272,2133,12,4,2013-09-18T16:00:00Z
2013,9,18,1944,1950,-6,2132,2140,-8,MQ,3573,N813MQ,LGA,CMH,76,479,19,50,2013-09-18T23:00:00Z
2013,9,18,2057,2030,27,2241,2251,-10,EV,5209,N398CA,LGA,CHS,84,641,20,30,2013-09-19T00:00:00Z
2013,9,19,715,710,5,932,957,-25,UA,289,N438UA,EWR,MCO,120,937,7,10,2013-09-19T11:00:00Z
2013,9,19,1220,1205,15,1358,1350,8,MQ,3404,N813MQ,LGA,RDU,65,431,12,5,2013-09-19T16:00:00Z
2013,9,19,1429,1425,4,1647,1701,-14,UA,833,N438UA,EWR,LAS,295,2227,14,25,2013-09-19T18:00:00Z
2013,9,19,1909,1900,9,2037,2040,-3,MQ,3591,N813MQ,LGA,RDU,67,431,19,0,2013-09-19T23:00:00Z
2013,9,20,1110,1115,-5,1338,1420,-42,DL,1875,N370NB,LGA,TPA,126,1010,11,15,2013-09-20T15:00:00Z
2013,9,20,1820,1825,-5,2105,2137,-32,DL,1854,N370NB,LGA,FLL,133,1076,18,25,2013-09-20T22:00:00Z
2013,9,21,1102,1105,-3,1347,1416,-29,DL,2098,N370NB,LGA,MIA,136,1096,11,5,2013-09-21T15:00:00Z
2013,9,22,657,700,-3,936,945,-9,DL,2285,N370NB,LGA,MCO,134,950,7,0,2013-09-22T11:00:00Z
2013,9,22,1342,1345,-3,1651,1702,-11,DL,476,N370NB,LGA,MIA,150,1096,13,45,2013-09-22T17:00:00Z
2013,9,23,914,912,2,1228,1233,-5,DL,874,N370NB,LGA,MIA,142,1096,9,12,2013-09-23T13:00:00Z
2013,9,23,949,950,-1,1247,1310,-23,AA,1160,N3FAAA,LGA,MIA,140,1096,9,50,2013-09-23T13:00:00Z
2013,9,23,1447,1455,-8,1627,1640,-13,MQ,3359,N813MQ,JFK,RDU,73,427,14,55,2013-09-23T18:00:00Z
2013,9,23,1704,1645,19,1920,1915,5,DL,884,N370NB,LGA,DEN,211,1620,16,45,2013-09-23T20:00:00Z
2013,9,23,1814,1755,19,2056,2055,1,AA,1185,N3FAAA,LGA,DFW,184,1389,17,55,2013-09-23T21:00:00Z
2013,9,23,1934,1940,-6,2107,2125,-18,MQ,3374,N813MQ,JFK,RDU,65,427,19,40,2013-09-23T23:00:00Z
2013,9,24,750,755,-5,934,935,-1,MQ,3363,N813MQ,JFK,RDU,69,427,7,55,2013-09-24T11:00:00Z
2013,9,24,1025,1029,-4,1225,1239,-14,US,604,N652AW,EWR,PHX,275,2133,10,29,2013-09-24T14:00:00Z
2013,9,24,1155,1159,-4,1315,1309,6,MQ,3386,N813MQ,JFK,DCA,54,213,11,59,2013-09-24T15:00:00Z
2013,9,24,1857,1905,-8,2017,2033,-16,EV,5383,N398CA,LGA,ROC,41,254,19,5,2013-09-24T23:00:00Z
2013,9,24,NA,1220,NA,NA,1355,NA,MQ,3361,N813MQ,JFK,RDU,NA,427,12,20,2013-09-24T16:00:00Z
2013,9,25,1944,1935,9,2238,2250,-12,AA,2437,N3FAAA,LGA,MIA,152,1096,19,35,2013-09-25T23:00:00Z
2013,9,26,837,845,-8,1000,1022,-22,EV,5220,N398CA,LGA,ROC,41,254,8,45,2013-09-26T12:00:00Z
2013,9,26,1305,1305,0,1530,1517,13,EV,5283,N398CA,LGA,CVG,87,585,13,5,2013-09-26T17:00:00Z
2013,9,26,1448,1455,-7,1637,1640,-3,MQ,3359,N813MQ,JFK,RDU,79,427,14,55,2013-09-26T18:00:00Z
2013,9,26,1651,1700,-9,1944,1952,-8,DL,1585,N370NB,LGA,MCO,123,950,17,0,2013-09-26T21:00:00Z
2013,9,26,1841,1842,-1,2020,2019,1,EV,5274,N398CA,LGA,BNA,99,764,18,42,2013-09-26T22:00:00Z
2013,9,26,1935,1940,-5,2103,2125,-22,MQ,3374,N813MQ,JFK,RDU,68,427,19,40,2013-09-26T23:00:00Z
2013,9,27,1106,840,146,1243,1023,140,EV,4941,N398CA,LGA,ORF,46,296,8,40,2013-09-27T12:00:00Z
2013,9,27,1658,1704,-6,1936,1958,-22,UA,525,N438UA,LGA,IAH,181,1416,17,4,2013-09-27T21:00:00Z
2013,9,27,1713,1350,203,1838,1531,187,EV,5465,N398CA,LGA,MSN,111,812,13,50,2013-09-27T17:00:00Z
2013,9,27,1859,1905,-6,2030,2101,-31,DL,1473,N370NB,LGA,MEM,121,963,19,5,2013-09-27T23:00:00Z
2013,9,28,749,755,-6,909,935,-26,MQ,3363,N813MQ,JFK,RDU,64,427,7,55,2013-09-28T11:00:00Z
2013,9,28,811,815,-4,1032,1106,-34,UA,210,N438UA,EWR,TPA,121,997,8,15,2013-09-28T12:00:00Z
2013,9,28,1214,1220,-6,1338,1355,-17,MQ,3361,N813MQ,JFK,RDU,67,427,12,20,2013-09-28T16:00:00Z
